date,r_fighter,b_fighter,weight_class,,,,,,,,,,,,,,,
8/12/2023,Vicente Luque,Rafael Dos Anjos,Welterweight,,,,,,,,,,,,,,,
8/12/2023,Cub Swanson,Hakeem Dawodu,Featherweight,,,,,,,,,,,,,,,
8/12/2023,Khalil Rountree Jr.,Chris Daukaus,Light Heavyweight,,,,,,,,,,,,,,,
8/12/2023,Iasmin Lucindo,Polyana Viana,Women's Strawweight,,,,,,,,,,,,,,,
8/12/2023,AJ Dobson,Tafon Nchukwi,Middleweight,,,,,,,,,,,,,,,
8/12/2023,Josh Fremd,Jamie Pickett,Middleweight,,,,,,,,,,,,,,,
8/12/2023,Marcus McGhee,JP Buys,Bantamweight,,,,,,,,,,,,,,,
8/12/2023,Terrance McKinney,Mike Breeden,Lightweight,,,,,,,,,,,,,,,
8/12/2023,Isaac Dulgarian,Francis Marshall,Featherweight,,,,,,,,,,,,,,,
8/12/2023,Martin Buday,Josh Parisian,Heavyweight,,,,,,,,,,,,,,,
8/12/2023,Jaqueline Amorim,Montserrat Conejo Ruiz,Women's Strawweight,,,,,,,,,,,,,,,
8/12/2023,Da'Mon Blackshear,Jose Johnson,Bantamweight,,,,,,,,,,,,,,,
8/12/2023,Luana Santos,Juliana Miller,Women's Flyweight,,,,,,,,,,,,,,,
8/5/2023,Cory Sandhagen,Rob Font,Catch Weight,,,,,,,,,,,,,,,
8/5/2023,Tatiana Suarez,Jessica Andrade,Women's Strawweight,,,,,,,,,,,,,,,
8/5/2023,Dustin Jacoby,Kennedy Nzechukwu,Light Heavyweight,,,,,,,,,,,,,,,
8/5/2023,Diego Lopes,Gavin Tucker,Featherweight,,,,,,,,,,,,,,,
8/5/2023,Tanner Boser,Aleksa Camur,Light Heavyweight,,,,,,,,,,,,,,,
8/5/2023,Ludovit Klein,Ignacio Bahamondes,Lightweight,,,,,,,,,,,,,,,
8/5/2023,Kyler Phillips,Raoni Barcelos,Bantamweight,,,,,,,,,,,,,,,
8/5/2023,Carlston Harris,Jeremiah Wells,Welterweight,,,,,,,,,,,,,,,
8/5/2023,Billy Quarantillo,Damon Jackson,Featherweight,,,,,,,,,,,,,,,
8/5/2023,Cody Durden,Jake Hadley,Flyweight,,,,,,,,,,,,,,,
8/5/2023,Sean Woodson,Dennis Buzukja,Featherweight,,,,,,,,,,,,,,,
8/5/2023,Asu Almabayev,Ode Osbourne,Flyweight,,,,,,,,,,,,,,,
7/29/2023,Justin Gaethje,Dustin Poirier,Lightweight,,,,,,,,,,,,,,,
7/29/2023,Alex Pereira,Jan Blachowicz,Light Heavyweight,,,,,,,,,,,,,,,
7/29/2023,Derrick Lewis,Marcos Rogerio de Lima,Heavyweight,,,,,,,,,,,,,,,
7/29/2023,Bobby Green,Tony Ferguson,Lightweight,,,,,,,,,,,,,,,
7/29/2023,Kevin Holland,Michael Chiesa,Welterweight,,,,,,,,,,,,,,,
7/29/2023,Gabriel Bonfim,Trevin Giles,Welterweight,,,,,,,,,,,,,,,
7/29/2023,CJ Vergara,Vinicius Salvador,Flyweight,,,,,,,,,,,,,,,
7/29/2023,Roman Kopylov,Claudio Ribeiro,Middleweight,,,,,,,,,,,,,,,
7/29/2023,Jake Matthews,Darrius Flowers,Welterweight,,,,,,,,,,,,,,,
7/29/2023,Uros Medic,Matthew Semelsberger,Welterweight,,,,,,,,,,,,,,,
7/29/2023,Miranda Maverick,Priscila Cachoeira,Women's Flyweight,,,,,,,,,,,,,,,
7/22/2023,Tom Aspinall,Marcin Tybura,Heavyweight,,,,,,,,,,,,,,,
7/22/2023,Julija Stoliarenko,Molly McCann,Women's Flyweight,,,,,,,,,,,,,,,
7/22/2023,Nathaniel Wood,Andre Fili,Featherweight,,,,,,,,,,,,,,,
7/22/2023,Paul Craig,Andre Muniz,Middleweight,,,,,,,,,,,,,,,
7/22/2023,Fares Ziam,Jai Herbert,Lightweight,,,,,,,,,,,,,,,
7/22/2023,Lerone Murphy,Josh Culibao,Featherweight,,,,,,,,,,,,,,,
7/22/2023,Daniel Marcos,Davey Grant,Bantamweight,,,,,,,,,,,,,,,
7/22/2023,Jonny Parsons,Danny Roberts,Welterweight,,,,,,,,,,,,,,,
7/22/2023,Joel Alvarez,Marc Diakiese,Lightweight,,,,,,,,,,,,,,,
7/22/2023,Mick Parkin,Jamal Pogues,Heavyweight,,,,,,,,,,,,,,,
7/22/2023,Makhmud Muradov,Bryan Barberena,Middleweight,,,,,,,,,,,,,,,
7/22/2023,Ketlen Vieira,Pannie Kianzad,Women's Bantamweight,,,,,,,,,,,,,,,
7/22/2023,Chris Duncan,Yanal Ashmouz,Lightweight,,,,,,,,,,,,,,,
7/22/2023,Bruna Brasil,Shauna Bannon,Women's Strawweight,,,,,,,,,,,,,,,
7/22/2023,Jafel Filho,Daniel Barez,Flyweight,,,,,,,,,,,,,,,
7/15/2023,Jack Della Maddalena,Bassil Hafez,Welterweight,,,,,,,,,,,,,,,
7/15/2023,Francisco Prado,Ottman Azaitar,Lightweight,,,,,,,,,,,,,,,
7/15/2023,JunYong Park,Albert Duraev,Middleweight,,,,,,,,,,,,,,,
7/15/2023,Norma Dumont,Chelsea Chandler,Women's Featherweight,,,,,,,,,,,,,,,
7/15/2023,Nazim Sadykhov,Terrance McKinney,Lightweight,,,,,,,,,,,,,,,
7/15/2023,Melsik Baghdasaryan,Tucker Lutz,Featherweight,,,,,,,,,,,,,,,
7/15/2023,Viktoriia Dudakova,Istela Nunes,Women's Strawweight,,,,,,,,,,,,,,,
7/15/2023,Melquizael Costa,Austin Lingo,Featherweight,,,,,,,,,,,,,,,
7/15/2023,Evan Elder,Genaro Valdez,Lightweight,,,,,,,,,,,,,,,
7/15/2023,Azat Maksum,Tyson Nam,Flyweight,,,,,,,,,,,,,,,
7/15/2023,Alexander Munoz,Carl Deaton,Lightweight,,,,,,,,,,,,,,,
7/15/2023,Ailin Perez,Ashlee Evans-Smith,Women's Bantamweight,,,,,,,,,,,,,,,
7/8/2023,Alexander Volkanovski,Yair Rodriguez,Featherweight,,,,,,,,,,,,,,,
7/8/2023,Alexandre Pantoja,Brandon Moreno,Flyweight,,,,,,,,,,,,,,,
7/8/2023,Dricus Du Plessis,Robert Whittaker,Middleweight,,,,,,,,,,,,,,,
7/8/2023,Dan Hooker,Jalin Turner,Lightweight,,,,,,,,,,,,,,,
7/8/2023,Bo Nickal,Val Woodburn,Middleweight,,,,,,,,,,,,,,,
7/8/2023,Robbie Lawler,Niko Price,Welterweight,,,,,,,,,,,,,,,
7/8/2023,Tatsuro Taira,Edgar Chairez,Catch Weight,,,,,,,,,,,,,,,
7/8/2023,Denise Gomes,Yazmin Jauregui,Women's Strawweight,,,,,,,,,,,,,,,
7/8/2023,Alonzo Menifield,Jimmy Crute,Light Heavyweight,,,,,,,,,,,,,,,
7/8/2023,Vitor Petrino,Marcin Prachnio,Light Heavyweight,,,,,,,,,,,,,,,
7/8/2023,Cameron Saaiman,Terrence Mitchell,Bantamweight,,,,,,,,,,,,,,,
7/8/2023,Jesus Aguilar,Shannon Ross,Flyweight,,,,,,,,,,,,,,,
7/8/2023,Esteban Ribovics,Kamuela Kirk,Lightweight,,,,,,,,,,,,,,,
7/1/2023,Sean Strickland,Abus Magomedov,Middleweight,,,,,,,,,,,,,,,
7/1/2023,Grant Dawson,Damir Ismagulov,Lightweight,,,,,,,,,,,,,,,
7/1/2023,Michael Morales,Max Griffin,Welterweight,,,,,,,,,,,,,,,
7/1/2023,Ariane Lipski,Melissa Gatto,Women's Flyweight,,,,,,,,,,,,,,,
7/1/2023,Benoit Saint Denis,Ismael Bonfim,Lightweight,,,,,,,,,,,,,,,
7/1/2023,Nursulton Ruziboev,Brunno Ferreira,Middleweight,,,,,,,,,,,,,,,
7/1/2023,Rinat Fakhretdinov,Kevin Lee,Welterweight,,,,,,,,,,,,,,,
7/1/2023,Joanderson Brito,Westin Wilson,Featherweight,,,,,,,,,,,,,,,
7/1/2023,Karol Rosa,Yana Santos,Women's Featherweight,,,,,,,,,,,,,,,
7/1/2023,Elves Brener,Guram Kutateladze,Lightweight,,,,,,,,,,,,,,,
7/1/2023,Luana Carolina,Ivana Petrovic,Women's Flyweight,,,,,,,,,,,,,,,
7/1/2023,Alexandr Romanov,Blagoy Ivanov,Heavyweight,,,,,,,,,,,,,,,
6/24/2023,Ilia Topuria,Josh Emmett,Featherweight,,,,,,,,,,,,,,,
6/24/2023,Maycee Barber,Amanda Ribas,Women's Flyweight,,,,,,,,,,,,,,,
6/24/2023,David Onama,Gabriel Santos,Featherweight,,,,,,,,,,,,,,,
6/24/2023,Brendan Allen,Bruno Silva,Middleweight,,,,,,,,,,,,,,,
6/24/2023,Neil Magny,Phil Rowe,Welterweight,,,,,,,,,,,,,,,
6/24/2023,Randy Brown,Wellington Turman,Welterweight,,,,,,,,,,,,,,,
6/24/2023,Mateusz Rebecki,Loik Radzhabov,Lightweight,,,,,,,,,,,,,,,
6/24/2023,Tabatha Ricci,Gillian Robertson,Women's Strawweight,,,,,,,,,,,,,,,
6/24/2023,Joshua Van,Zhalgas Zhumagulov,Flyweight,,,,,,,,,,,,,,,
6/24/2023,Chepe Mariscal,Trevor Peek,Lightweight,,,,,,,,,,,,,,,
6/24/2023,Jack Jenkins,Jamall Emmers,Featherweight,,,,,,,,,,,,,,,
6/24/2023,Sedriques Dumas,Cody Brundage,Middleweight,,,,,,,,,,,,,,,
6/17/2023,Jared Cannonier,Marvin Vettori,Middleweight,,,,,,,,,,,,,,,
6/17/2023,Arman Tsarukyan,Joaquim Silva,Lightweight,,,,,,,,,,,,,,,
6/17/2023,Armen Petrosyan,Christian Leroy Duncan,Middleweight,,,,,,,,,,,,,,,
6/17/2023,Pat Sabatini,Lucas Almeida,Featherweight,,,,,,,,,,,,,,,
6/17/2023,Manuel Torres,Nikolas Motta,Lightweight,,,,,,,,,,,,,,,
6/17/2023,Nicolas Dalby,Muslim Salikhov,Welterweight,,,,,,,,,,,,,,,
6/17/2023,Alessandro Costa,Jimmy Flick,Flyweight,,,,,,,,,,,,,,,
6/17/2023,Kyung Ho Kang,Cristian Quinonez,Bantamweight,,,,,,,,,,,,,,,
6/17/2023,Carlos Hernandez,Denys Bondar,Flyweight,,,,,,,,,,,,,,,
6/17/2023,Tereza Bleda,Gabriella Fernandes,Women's Flyweight,,,,,,,,,,,,,,,
6/17/2023,Modestas Bukauskas,Zac Pauga,Light Heavyweight,,,,,,,,,,,,,,,
6/10/2023,Amanda Nunes,Irene Aldana,Women's Bantamweight,,,,,,,,,,,,,,,
6/10/2023,Charles Oliveira,Beneil Dariush,Lightweight,,,,,,,,,,,,,,,
6/10/2023,Mike Malott,Adam Fugitt,Welterweight,,,,,,,,,,,,,,,
6/10/2023,Dan Ige,Nate Landwehr,Featherweight,,,,,,,,,,,,,,,
6/10/2023,Marc-Andre Barriault,Eryk Anders,Middleweight,,,,,,,,,,,,,,,
6/10/2023,Jasmine Jasudavicius,Miranda Maverick,Women's Flyweight,,,,,,,,,,,,,,,
6/10/2023,Aiemann Zahabi,Aoriqileng,Bantamweight,,,,,,,,,,,,,,,
6/10/2023,Kyle Nelson,Blake Bilder,Featherweight,,,,,,,,,,,,,,,
6/10/2023,Steve Erceg,David Dvorak,Flyweight,,,,,,,,,,,,,,,
6/10/2023,Diana Belbita,Maria Oliveira,Women's Strawweight,,,,,,,,,,,,,,,
6/3/2023,Amir Albazi,Kai Kara-France,Flyweight,,,,,,,,,,,,,,,
6/3/2023,Alex Caceres,Daniel Pineda,Featherweight,,,,,,,,,,,,,,,
6/3/2023,Jim Miller,Jesse Butler,Lightweight,,,,,,,,,,,,,,,
6/3/2023,Tim Elliott,Victor Altamirano,Flyweight,,,,,,,,,,,,,,,
6/3/2023,Karine Silva,Ketlen Souza,Women's Flyweight,,,,,,,,,,,,,,,
6/3/2023,Elizeu Zaleski dos Santos,Abubakar Nurmagomedov,Welterweight,,,,,,,,,,,,,,,
6/3/2023,Daniel Santos,Johnny Munoz,Bantamweight,,,,,,,,,,,,,,,
6/3/2023,Don'Tale Mayes,Andrei Arlovski,Heavyweight,,,,,,,,,,,,,,,
6/3/2023,John Castaneda,Muin Gafurov,Bantamweight,,,,,,,,,,,,,,,
6/3/2023,Muhammad Naimov,Jamie Mullarkey,Lightweight,,,,,,,,,,,,,,,
6/3/2023,Elise Reed,Jinh Yu Frey,Women's Strawweight,,,,,,,,,,,,,,,
6/3/2023,Da'Mon Blackshear,Luan Lacerda,Bantamweight,,,,,,,,,,,,,,,
6/3/2023,Philipe Lins,Maxim Grishin,Light Heavyweight,,,,,,,,,,,,,,,
5/20/2023,Mackenzie Dern,Angela Hill,Women's Strawweight,,,,,,,,,,,,,,,
5/20/2023,Anthony Hernandez,Edmen Shahbazyan,Middleweight,,,,,,,,,,,,,,,
5/20/2023,Loopy Godinez,Emily Ducote,Catch Weight,,,,,,,,,,,,,,,
5/20/2023,Joaquin Buckley,Andre Fialho,Welterweight,,,,,,,,,,,,,,,
5/20/2023,Diego Ferreira,Michael Johnson,Lightweight,,,,,,,,,,,,,,,
5/20/2023,Viacheslav Borshchev,Maheshate,Lightweight,,,,,,,,,,,,,,,
5/20/2023,Karolina Kowalkiewicz,Vanessa Demopoulos,Women's Strawweight,,,,,,,,,,,,,,,
5/20/2023,Gilbert Urbina,Orion Cosce,Welterweight,,,,,,,,,,,,,,,
5/20/2023,Rodrigo Nascimento,Ilir Latifi,Heavyweight,,,,,,,,,,,,,,,
5/20/2023,Chase Hooper,Nick Fiore,Lightweight,,,,,,,,,,,,,,,
5/20/2023,Natalia Silva,Victoria Leonardo,Women's Flyweight,,,,,,,,,,,,,,,
5/20/2023,Themba Gorimbo,Takashi Sato,Welterweight,,,,,,,,,,,,,,,
5/13/2023,Jailton Almeida,Jairzinho Rozenstruik,Heavyweight,,,,,,,,,,,,,,,
5/13/2023,Johnny Walker,Anthony Smith,Light Heavyweight,,,,,,,,,,,,,,,
5/13/2023,Ian Machado Garry,Daniel Rodriguez,Welterweight,,,,,,,,,,,,,,,
5/13/2023,Carlos Ulberg,Ihor Potieria,Light Heavyweight,,,,,,,,,,,,,,,
5/13/2023,Alex Morono,Tim Means,Welterweight,,,,,,,,,,,,,,,
5/13/2023,Matt Brown,Court McGee,Welterweight,,,,,,,,,,,,,,,
5/13/2023,Karl Williams,Chase Sherman,Heavyweight,,,,,,,,,,,,,,,
5/13/2023,Douglas Silva de Andrade,Cody Stamann,Catch Weight,,,,,,,,,,,,,,,
5/13/2023,Mandy Bohm,Ji Yeon Kim,Women's Flyweight,,,,,,,,,,,,,,,
5/13/2023,Bryan Battle,Gabe Green,Welterweight,,,,,,,,,,,,,,,
5/13/2023,Tainara Lisboa,Jessica-Rose Clark,Women's Bantamweight,,,,,,,,,,,,,,,
5/6/2023,Aljamain Sterling,Henry Cejudo,Bantamweight,,,,,,,,,,,,,,,
5/6/2023,Belal Muhammad,Gilbert Burns,Welterweight,,,,,,,,,,,,,,,
5/6/2023,Yan Xiaonan,Jessica Andrade,Women's Strawweight,,,,,,,,,,,,,,,
5/6/2023,Movsar Evloev,Diego Lopes,Featherweight,,,,,,,,,,,,,,,
5/6/2023,Charles Jourdain,Kron Gracie,Featherweight,,,,,,,,,,,,,,,
5/6/2023,Matt Frevola,Drew Dober,Lightweight,,,,,,,,,,,,,,,
5/6/2023,Kennedy Nzechukwu,Devin Clark,Light Heavyweight,,,,,,,,,,,,,,,
5/6/2023,Khaos Williams,Rolando Bedoya,Welterweight,,,,,,,,,,,,,,,
5/6/2023,Virna Jandiroba,Marina Rodriguez,Women's Strawweight,,,,,,,,,,,,,,,
5/6/2023,Parker Porter,Braxton Smith,Heavyweight,,,,,,,,,,,,,,,
5/6/2023,Ikram Aliskerov,Phil Hawes,Middleweight,,,,,,,,,,,,,,,
5/6/2023,Claudio Ribeiro,Joseph Holmes,Middleweight,,,,,,,,,,,,,,,
4/29/2023,Song Yadong,Ricky Simon,Bantamweight,,,,,,,,,,,,,,,
4/29/2023,Caio Borralho,Michal Oleksiejczuk,Middleweight,,,,,,,,,,,,,,,
4/29/2023,Rodolfo Vieira,Cody Brundage,Middleweight,,,,,,,,,,,,,,,
4/29/2023,Fernando Padilla,Julian Erosa,Featherweight,,,,,,,,,,,,,,,
4/29/2023,Marcos Rogerio de Lima,Waldo Cortes-Acosta,Heavyweight,,,,,,,,,,,,,,,
4/29/2023,Trey Waters,Josh Quinlan,Welterweight,,,,,,,,,,,,,,,
4/29/2023,Martin Buday,Jake Collier,Heavyweight,,,,,,,,,,,,,,,
4/29/2023,Cody Durden,Charles Johnson,Flyweight,,,,,,,,,,,,,,,
4/29/2023,Irina Alekseeva,Stephanie Egger,Women's Bantamweight,,,,,,,,,,,,,,,
4/29/2023,Marcus McGhee,Journey Newson,Catch Weight,,,,,,,,,,,,,,,
4/29/2023,Jamey-Lyn Horth,Hailey Cowan,Women's Bantamweight,,,,,,,,,,,,,,,
4/22/2023,Sergei Pavlovich,Curtis Blaydes,Heavyweight,,,,,,,,,,,,,,,
4/22/2023,Bruno Silva,Brad Tavares,Middleweight,,,,,,,,,,,,,,,
4/22/2023,Iasmin Lucindo,Brogan Walker,Women's Flyweight,,,,,,,,,,,,,,,
4/22/2023,Jeremiah Wells,Matthew Semelsberger,Welterweight,,,,,,,,,,,,,,,
4/22/2023,Christos Giagos,Ricky Glenn,Lightweight,,,,,,,,,,,,,,,
4/22/2023,Montel Jackson,Rani Yahya,Bantamweight,,,,,,,,,,,,,,,
4/22/2023,Norma Dumont,Karol Rosa,Women's Featherweight,,,,,,,,,,,,,,,
4/22/2023,Mohammed Usman,Junior Tafa,Heavyweight,,,,,,,,,,,,,,,
4/22/2023,William Gomis,Francis Marshall,Featherweight,,,,,,,,,,,,,,,
4/22/2023,Brady Hiestand,Batgerel Danaa,Bantamweight,,,,,,,,,,,,,,,
4/15/2023,Max Holloway,Arnold Allen,Featherweight,,,,,,,,,,,,,,,
4/15/2023,Edson Barboza,Billy Quarantillo,Featherweight,,,,,,,,,,,,,,,
4/15/2023,Azamat Murzakanov,Dustin Jacoby,Light Heavyweight,,,,,,,,,,,,,,,
4/15/2023,Ion Cutelaba,Tanner Boser,Light Heavyweight,,,,,,,,,,,,,,,
4/15/2023,Pedro Munhoz,Chris Gutierrez,Bantamweight,,,,,,,,,,,,,,,
4/15/2023,Rafa Garcia,Clay Guida,Lightweight,,,,,,,,,,,,,,,
4/15/2023,Bill Algeo,TJ Brown,Featherweight,,,,,,,,,,,,,,,
4/15/2023,Brandon Royval,Matheus Nicolau,Flyweight,,,,,,,,,,,,,,,
4/15/2023,Zak Cummings,Ed Herman,Light Heavyweight,,,,,,,,,,,,,,,
4/15/2023,Gillian Robertson,Piera Rodriguez,Women's Strawweight,,,,,,,,,,,,,,,
4/15/2023,Daniel Zellhuber,Lando Vannata,Lightweight,,,,,,,,,,,,,,,
4/15/2023,Denise Gomes,Bruna Brasil,Women's Strawweight,,,,,,,,,,,,,,,
4/15/2023,Gaston Bolanos,Aaron Phillips,Bantamweight,,,,,,,,,,,,,,,
4/15/2023,Joselyne Edwards,Lucie Pudilova,Women's Bantamweight,,,,,,,,,,,,,,,
4/8/2023,Israel Adesanya,Alex Pereira,Middleweight,,,,,,,,,,,,,,,
4/8/2023,Gilbert Burns,Jorge Masvidal,Welterweight,,,,,,,,,,,,,,,
4/8/2023,Rob Font,Adrian Yanez,Bantamweight,,,,,,,,,,,,,,,
4/8/2023,Kevin Holland,Santiago Ponzinibbio,Welterweight,,,,,,,,,,,,,,,
4/8/2023,Christian Rodriguez,Raul Rosas Jr.,Bantamweight,,,,,,,,,,,,,,,
4/8/2023,Kelvin Gastelum,Chris Curtis,Middleweight,,,,,,,,,,,,,,,
4/8/2023,Luana Pinheiro,Michelle Waterson-Gomez,Women's Strawweight,,,,,,,,,,,,,,,
4/8/2023,Joe Pyfer,Gerald Meerschaert,Middleweight,,,,,,,,,,,,,,,
4/8/2023,Loopy Godinez,Cynthia Calvillo,Women's Strawweight,,,,,,,,,,,,,,,
4/8/2023,Ignacio Bahamondes,Trey Ogden,Catch Weight,,,,,,,,,,,,,,,
4/8/2023,Steve Garcia,Shayilan Nuerdanbieke,Featherweight,,,,,,,,,,,,,,,
4/8/2023,Sam Hughes,Jaqueline Amorim,Women's Strawweight,,,,,,,,,,,,,,,
3/25/2023,Cory Sandhagen,Marlon Vera,Bantamweight,,,,,,,,,,,,,,,
3/25/2023,Holly Holm,Yana Santos,Women's Bantamweight,,,,,,,,,,,,,,,
3/25/2023,Nate Landwehr,Austin Lingo,Featherweight,,,,,,,,,,,,,,,
3/25/2023,Maycee Barber,Andrea Lee,Women's Flyweight,,,,,,,,,,,,,,,
3/25/2023,Albert Duraev,Chidi Njokuani,Middleweight,,,,,,,,,,,,,,,
3/25/2023,Daniel Pineda,Tucker Lutz,Featherweight,,,,,,,,,,,,,,,
3/25/2023,Lucas Alexander,Steven Peterson,Featherweight,,,,,,,,,,,,,,,
3/25/2023,Trevin Giles,Preston Parsons,Welterweight,,,,,,,,,,,,,,,
3/25/2023,CJ Vergara,Daniel Lacerda,Flyweight,,,,,,,,,,,,,,,
3/25/2023,Victor Altamirano,Vinicius Salvador,Flyweight,,,,,,,,,,,,,,,
3/18/2023,Leon Edwards,Kamaru Usman,Welterweight,,,,,,,,,,,,,,,
3/18/2023,Justin Gaethje,Rafael Fiziev,Lightweight,,,,,,,,,,,,,,,
3/18/2023,Gunnar Nelson,Bryan Barberena,Welterweight,,,,,,,,,,,,,,,
3/18/2023,Jennifer Maia,Casey O'Neill,Women's Flyweight,,,,,,,,,,,,,,,
3/18/2023,Marvin Vettori,Roman Dolidze,Middleweight,,,,,,,,,,,,,,,
3/18/2023,Jack Shore,Makwan Amirkhani,Featherweight,,,,,,,,,,,,,,,
3/18/2023,Chris Duncan,Omar Morales,Lightweight,,,,,,,,,,,,,,,
3/18/2023,Yanal Ashmouz,Sam Patterson,Lightweight,,,,,,,,,,,,,,,
3/18/2023,Muhammad Mokaev,Jafel Filho,Flyweight,,,,,,,,,,,,,,,
3/18/2023,Lerone Murphy,Gabriel Santos,Featherweight,,,,,,,,,,,,,,,
3/18/2023,Christian Leroy Duncan,Dusko Todorovic,Middleweight,,,,,,,,,,,,,,,
3/18/2023,Jake Hadley,Malcolm Gordon,Flyweight,,,,,,,,,,,,,,,
3/18/2023,Joanne Wood,Luana Carolina,Women's Flyweight,,,,,,,,,,,,,,,
3/18/2023,Veronica Hardy,Juliana Miller,Women's Flyweight,,,,,,,,,,,,,,,
3/18/2023,Jai Herbert,Ludovit Klein,Lightweight,,,,,,,,,,,,,,,
3/11/2023,Merab Dvalishvili,Petr Yan,Bantamweight,,,,,,,,,,,,,,,
3/11/2023,Alexander Volkov,Alexandr Romanov,Heavyweight,,,,,,,,,,,,,,,
3/11/2023,Nikita Krylov,Ryan Spann,Catch Weight,,,,,,,,,,,,,,,
3/11/2023,Jonathan Martinez,Said Nurmagomedov,Bantamweight,,,,,,,,,,,,,,,
3/11/2023,Mario Bautista,Guido Cannetti,Bantamweight,,,,,,,,,,,,,,,
3/11/2023,Vitor Petrino,Anton Turkalj,Light Heavyweight,,,,,,,,,,,,,,,
3/11/2023,Karl Williams,Lukasz Brzeski,Heavyweight,,,,,,,,,,,,,,,
3/11/2023,Davey Grant,Raphael Assuncao,Bantamweight,,,,,,,,,,,,,,,
3/11/2023,Josh Fremd,Sedriques Dumas,Middleweight,,,,,,,,,,,,,,,
3/11/2023,Victor Henry,Tony Gravely,Bantamweight,,,,,,,,,,,,,,,
3/11/2023,Ariane Lipski,JJ Aldrich,Women's Flyweight,,,,,,,,,,,,,,,
3/11/2023,Bruno Silva,Tyson Nam,Flyweight,,,,,,,,,,,,,,,
3/11/2023,Carlston Harris,Jared Gooden,Welterweight,,,,,,,,,,,,,,,
3/4/2023,Jon Jones,Ciryl Gane,Heavyweight,,,,,,,,,,,,,,,
3/4/2023,Alexa Grasso,Valentina Shevchenko,Women's Flyweight,,,,,,,,,,,,,,,
3/4/2023,Shavkat Rakhmonov,Geoff Neal,Welterweight,,,,,,,,,,,,,,,
3/4/2023,Mateusz Gamrot,Jalin Turner,Lightweight,,,,,,,,,,,,,,,
3/4/2023,Bo Nickal,Jamie Pickett,Middleweight,,,,,,,,,,,,,,,
3/4/2023,Cody Garbrandt,Trevin Jones,Bantamweight,,,,,,,,,,,,,,,
3/4/2023,Dricus Du Plessis,Derek Brunson,Middleweight,,,,,,,,,,,,,,,
3/4/2023,Amanda Ribas,Viviane Araujo,Women's Flyweight,,,,,,,,,,,,,,,
3/4/2023,Marc-Andre Barriault,Julian Marquez,Middleweight,,,,,,,,,,,,,,,
3/4/2023,Ian Machado Garry,Song Kenan,Welterweight,,,,,,,,,,,,,,,
3/4/2023,Cameron Saaiman,Mana Martinez,Bantamweight,,,,,,,,,,,,,,,
3/4/2023,Tabatha Ricci,Jessica Penne,Women's Strawweight,,,,,,,,,,,,,,,
3/4/2023,Farid Basharat,Da'Mon Blackshear,Bantamweight,,,,,,,,,,,,,,,
3/4/2023,Loik Radzhabov,Esteban Ribovics,Lightweight,,,,,,,,,,,,,,,
2/25/2023,Brendan Allen,Andre Muniz,Middleweight,,,,,,,,,,,,,,,
2/25/2023,Augusto Sakai,Don'Tale Mayes,Heavyweight,,,,,,,,,,,,,,,
2/25/2023,Tatiana Suarez,Montana De La Rosa,Women's Flyweight,,,,,,,,,,,,,,,
2/25/2023,Mike Malott,Yohan Lainesse,Welterweight,,,,,,,,,,,,,,,
2/25/2023,Trevor Peek,Erick Gonzalez,Lightweight,,,,,,,,,,,,,,,
2/25/2023,Jasmine Jasudavicius,Gabriella Fernandes,Women's Flyweight,,,,,,,,,,,,,,,
2/25/2023,Jordan Leavitt,Victor Martinez,Lightweight,,,,,,,,,,,,,,,
2/25/2023,Ode Osbourne,Charles Johnson,Catch Weight,,,,,,,,,,,,,,,
2/25/2023,Joe Solecki,Carl Deaton,Lightweight,,,,,,,,,,,,,,,
2/25/2023,Nurullo Aliev,Rafael Alves,Lightweight,,,,,,,,,,,,,,,
2/18/2023,Erin Blanchfield,Jessica Andrade,Women's Flyweight,,,,,,,,,,,,,,,
2/18/2023,Zac Pauga,Jordan Wright,Light Heavyweight,,,,,,,,,,,,,,,
2/18/2023,Jamal Pogues,Josh Parisian,Heavyweight,,,,,,,,,,,,,,,
2/18/2023,Marcin Prachnio,William Knight,Light Heavyweight,,,,,,,,,,,,,,,
2/18/2023,Alexander Hernandez,Jim Miller,Lightweight,,,,,,,,,,,,,,,
2/18/2023,Nazim Sadykhov,Evan Elder,Lightweight,,,,,,,,,,,,,,,
2/18/2023,Mayra Bueno Silva,Lina Lansberg,Women's Bantamweight,,,,,,,,,,,,,,,
2/18/2023,Jamall Emmers,Khusein Askhabov,Featherweight,,,,,,,,,,,,,,,
2/18/2023,Philipe Lins,Ovince Saint Preux,Light Heavyweight,,,,,,,,,,,,,,,
2/18/2023,AJ Fletcher,Themba Gorimbo,Welterweight,,,,,,,,,,,,,,,
2/18/2023,Clayton Carpenter,Juancamilo Ronderos,Flyweight,,,,,,,,,,,,,,,
2/11/2023,Islam Makhachev,Alexander Volkanovski,Lightweight,,,,,,,,,,,,,,,
2/11/2023,Yair Rodriguez,Josh Emmett,Featherweight,,,,,,,,,,,,,,,
2/11/2023,Jack Della Maddalena,Randy Brown,Welterweight,,,,,,,,,,,,,,,
2/11/2023,Justin Tafa,Parker Porter,Heavyweight,,,,,,,,,,,,,,,
2/11/2023,Modestas Bukauskas,Tyson Pedro,Light Heavyweight,,,,,,,,,,,,,,,
2/11/2023,Josh Culibao,Melsik Baghdasaryan,Featherweight,,,,,,,,,,,,,,,
